Year(YYYY),Month(MM),Day(DDD),Hour(HH),Minute(mm),Water_Temp(oC),Air_Temp(oC),Relative_Humidity(%),Atm_Pressure(mb),Wind_Speed(m/s),Solar_radiation(W/m^2),Back_Radiation(W/m^2),Sensible_Heat_Flux(W/m^2),Latent_Heat_Flux(W/m^2)
2017,9,6,11,50,29.1,24.8,78.953,1014.2,3.3766,683.01,-56.816,-26.26,-144.65
2017,9,6,12,50,29.2,25.2,77.568,1014.1,1.9606,556.45,-56.007,-16.055,-96.323
2017,9,6,13,50,29.4,25.7,75.761,1013.7,1.9606,401.14,-55.34,-14.703,-97.422
2017,9,6,14,50,29.4,26.1,72.19,1013.3,3.3766,245.82,-54.674,-19.577,-150.29
2017,9,6,15,50,29.4,26.4,68.767,1013,6.6443,158.84,-60.517,-32.699,-286.01
2017,9,6,16,50,29.3,25.8,69.078,1013.5,7.6246,85.531,-67.663,-42.468,-327.61
2017,9,6,17,50,29.1,25,66.802,1013.8,9.8031,12.219,-74.809,-60.189,-426.74
2017,9,6,18,50,28.9,24.6,66.302,1014.5,10.348,0,-78.014,-65.752,-449.49
2017,9,6,19,50,28.8,24.7,59.559,1015,10.566,0,-80.431,-63.638,-499.19
2017,9,6,20,50,28.7,24.7,59.559,1015.6,9.5852,0,-82.847,-58.091,-460.53
2017,9,6,21,50,28.5,24.7,56.23,1016,9.6942,0,-84.674,-55.549,-477.21
2017,9,6,22,50,28.5,24.8,56.254,1016.5,8.8228,0,-86.382,-50.713,-445.34
2017,9,6,23,50,28.4,24.5,56.18,1016.3,9.6942,0,-88.09,-57.126,-477.98
2017,9,7,0,50,28.4,24.3,53.653,1015.6,11.674,0.52083,-88.774,-68.565,-574.25
2017,9,7,1,50,28.3,24.1,57.175,1015.9,10.239,1.1458,-89.253,-64.059,-495.76
2017,9,7,2,50,28.2,23.8,54.577,1015.9,11.225,1.7708,-89.733,-71.823,-553.65
2017,9,7,3,50,28.1,23.5,56.661,1016.1,11.001,93.021,-91.201,-74.183,-532.91
2017,9,7,4,50,28.1,23.3,57.721,1016.4,10.674,202.4,-92.868,-75.981,-519.78
2017,9,7,5,50,28,23,56.906,1016.9,11.225,311.77,-94.535,-82.259,-548.51
2017,9,7,6,50,28,22.7,59.47,1017.4,9.8031,452.59,-94.344,-79.779,-489.91
2017,9,7,7,50,28,22.7,57.203,1017.8,9.3674,599.69,-93.781,-77.575,-489.94
2017,9,7,8,50,28,22.3,63.745,1018.7,8.6049,746.8,-93.219,-79.22,-435.37
2017,9,7,9,50,28,22.4,59.015,1018.9,8.3871,755.9,-93.16,-76.463,-452.69
2017,9,7,10,50,28,22.9,50.238,1018.7,7.8425,737.4,-93.201,-66.157,-469.83
2017,9,7,11,50,28.1,23.3,47.446,1018.4,6.7532,718.9,-93.243,-56.137,-435.65
2017,9,7,12,50,28.1,23.9,46.986,1018,5.1194,587.76,-93.406,-39.069,-342.21
2017,9,7,13,50,28.2,24.5,45.325,1017.5,4.1391,434.09,-93.594,-27.589,-278.69
2017,9,7,14,50,28.2,24.9,44.547,1017.2,3.0498,280.42,-93.781,-18.569,-210.99
2017,9,7,15,50,28.3,25.2,45.219,1016.8,2.832,184.03,-94.125,-16.304,-195.55
2017,9,7,16,50,28.3,26,40.374,1016.7,4.3569,99.094,-94.5,-17.23,-288.54
2017,9,7,17,50,28.3,26,42.281,1016.5,5.3372,14.156,-94.875,-21.044,-341.46
2017,9,7,18,50,28.3,25.7,46.253,1016.8,6.6443,0,-94,-28.661,-391.41
2017,9,7,19,50,28.3,25.4,49.597,1017,8.2782,0,-92.875,-37.483,-442.45
2017,9,7,20,50,28.2,25.2,47.959,1017.4,9.2585,0,-91.75,-42.221,-491.51
2017,9,7,21,50,28.1,24.8,53.78,1017.5,8.9317,0,-91.458,-45.442,-445.18
2017,9,7,22,50,28,24.6,53.04,1017.5,9.3674,0,-91.333,-48.456,-464.4
2017,9,7,23,50,28,24.4,54.026,1017.3,9.8031,0,-91.208,-53.014,-477.85
2017,9,8,0,50,27.9,24.1,56.082,1017.2,9.5852,0.50347,-90.892,-55.256,-459.12
2017,9,8,1,50,27.9,23.7,60.476,1016.8,9.912,1.1076,-90.538,-62.689,-450.76
2017,9,8,2,50,27.8,23.5,61.209,1016.8,9.6942,1.7118,-90.184,-63.325,-439.45
2017,9,8,3,50,27.8,23.2,61.929,1016.9,9.1495,94.816,-90.229,-65.533,-426.82
2017,9,8,4,50,27.8,22.9,63.469,1017,9.6942,206.42,-90.354,-72.727,-442.57
2017,9,8,5,50,27.8,22.7,64.655,1017.3,9.3674,318.02,-90.479,-74.232,-430.84
2017,9,8,6,50,27.7,22.5,69.752,1017.5,8.9317,460.01,-88.972,-73.447,-386.81
2017,9,8,7,50,27.8,22.4,71.98,1017.7,8.3871,608.07,-87.139,-73.047,-365.54
2017,9,8,8,50,27.8,23.1,67.261,1017.9,8.3871,756.14,-85.306,-62.983,-372.45
2017,9,8,9,50,27.8,24.2,62.155,1018.2,6.7532,773.24,-84.913,-40.737,-318.58
2017,9,8,10,50,27.9,25.2,53.881,1017.8,6.8622,764.16,-84.809,-30.361,-347.93
2017,9,8,11,50,28,25.4,56.762,1017.6,6.0997,755.08,-84.705,-26.904,-304.98
2017,9,8,12,50,28.1,25.9,60.217,1017.4,5.2283,617.35,-83.003,-19.224,-238.32
2017,9,8,13,50,28.2,26.3,58.072,1016.7,5.0105,453.89,-80.983,-15.7,-232.54
2017,9,8,14,50,28.3,26.7,56.361,1016.3,3.8123,290.43,-78.962,-10.017,-181.45
2017,9,8,15,50,28.4,27,55.727,1016.1,2.6142,190.08,-76.559,-6.3259,-132.95
2017,9,8,16,50,28.5,27.1,60.493,1015.8,3.7034,102.35,-74.08,-8.3736,-159.51
2017,9,8,17,50,28.4,27.1,68.059,1015.7,4.5748,14.622,-71.601,-9.3018,-156.5
2017,9,8,18,50,28.4,27.3,69.792,1015.6,4.9015,0,-70.146,-8.2856,-154.19
2017,9,8,19,50,28.4,27.4,68.538,1016.1,5.2283,0,-68.896,-8.0147,-168.33
2017,9,8,20,50,28.3,27,70.597,1016.5,5.9908,0,-67.646,-12.348,-191.25
2017,9,8,21,50,28.3,27,66.792,1016.4,8.496,0,-67.108,-16.137,-277.73
2017,9,8,22,50,28.2,26.6,64.672,1016.1,9.5852,0,-66.712,-22.08,-330.47
2017,9,8,23,50,28.1,25.8,65.314,1015.7,9.0406,0,-66.316,-31.021,-334.63
2017,9,9,0,50,28.1,25.3,68.982,1015.3,9.0406,0.45139,-65.694,-38.117,-325.25
2017,9,9,1,50,28,25.2,68.534,1014.8,9.2585,0.99306,-65.028,-38.761,-331.3
2017,9,9,2,50,28,25.1,68.515,1014.9,10.348,1.5347,-64.361,-43.426,-362.55
2017,9,9,3,50,28,24.9,74.244,1015.4,9.912,92.736,-64.545,-45.11,-316
2017,9,9,4,50,27.9,25,76.589,1015.9,10.457,202.07,-64.899,-43.641,-301.13
2017,9,9,5,50,27.9,25.6,71.215,1016.2,11.337,311.4,-65.253,-36.406,-340.36
2017,9,9,6,50,28,25.4,71.178,1016.4,12.123,453.2,-65.764,-43.552,-373.61
2017,9,9,7,50,27.9,25,72.894,1016.7,10.783,601.49,-66.306,-44.729,-337.21
2017,9,9,8,50,27.9,24.5,70.132,1016.9,11.113,749.78,-66.847,-54.12,-386.21
2017,9,9,9,50,27.9,24.8,61.505,1016.8,11.786,766.67,-68.639,-51.465,-464.51
2017,9,9,10,50,27.9,25.2,58.923,1016.7,8.6049,757.27,-70.681,-35.574,-375.25
2017,9,9,11,50,27.9,25.9,52.355,1016.1,9.2585,747.88,-72.722,-27.471,-422.62
2017,9,9,12,50,27.9,26.5,52.175,1015.6,8.7139,610.81,-73.427,-18,-388.19
2017,9,9,13,50,27.9,26.8,48.387,1014.7,9.2585,448.2,-73.865,-14.664,-426.72
2017,9,9,14,50,27.9,27.2,47.875,1014.3,9.0406,285.6,-74.302,-8.8973,-412.18
2017,9,9,15,50,27.9,27.5,49.514,1014.1,9.6942,186.69,-74.913,-5.084,-410.6
2017,9,9,16,50,27.9,27.6,49.54,1014,10.457,100.53,-75.559,-3.8785,-431.55
2017,9,9,17,50,27.8,27.5,51.442,1014.2,9.912,14.361,-76.205,-3.7242,-395.68
2017,9,9,18,50,27.8,27.1,52.998,1014.3,11.001,0,-76.608,-10.255,-428.54
2017,9,9,19,50,27.8,26.6,53.209,1014.7,10.783,0,-76.962,-17.876,-436.61
2017,9,9,20,50,27.8,26.2,55.883,1014.6,10.783,0,-77.316,-24.133,-427.06
2017,9,9,21,50,27.7,26.2,55.883,1014.7,11.449,0,-76.368,-23.6,-441.42
2017,9,9,22,50,27.7,26.1,56.573,1014.5,11.898,0,-75.16,-25.988,-452.38
2017,9,9,23,50,27.7,26.3,55.202,1014,13.701,0,-73.951,-25.176,-509.85
2017,9,10,0,50,27.7,25.9,57.61,1013.6,12.348,0.45139,-74.201,-30.205,-463.75
2017,9,10,1,50,27.6,25.5,57.149,1013.4,13.701,0.99306,-74.743,-38.326,-513.99
2017,9,10,2,50,27.6,25.3,59.322,1013.2,13.815,1.5347,-75.285,-42.322,-503.58
2017,9,10,3,50,27.6,25,61.162,1013.2,13.249,44.108,-63.326,-46.683,-482.97
2017,9,10,4,50,27.6,24.6,60.683,1013.6,12.798,95.087,-48.868,-52.848,-491.19
2017,9,10,5,50,27.6,24.4,62.994,1014.1,13.136,146.07,-34.41,-57.618,-486.21
2017,9,10,6,50,27.6,24.1,65.367,1014,12.798,276.96,-42.087,-62.009,-469.12
2017,9,10,7,50,27.6,23.7,67.383,1014.2,12.46,423.83,-54.191,-68.008,-457.57
2017,9,10,8,50,27.6,23.8,66.556,1014.5,13.136,570.71,-66.295,-68.873,-477.97
2017,9,10,9,50,27.6,24,68.298,1014.3,12.911,633.97,-68.365,-64.258,-451.03
2017,9,10,10,50,27.7,24.4,70.995,1014.1,12.685,680.51,-68.427,-57.792,-411.91
2017,9,10,11,50,27.7,23.9,75.474,1014,10.239,727.06,-68.49,-57.157,-335.25
2017,9,10,12,50,27.7,25.8,63.699,1013.5,11.337,600.25,-68.517,-29.846,-384.73
2017,9,10,13,50,27.7,25.9,65.744,1012.9,14.041,438.77,-68.538,-33.106,-428.2
2017,9,10,14,50,27.7,23.8,75.93,1012.8,14.949,277.29,-68.559,-77.002,-443.27
2017,9,10,15,50,27.7,23.1,78.713,1012.9,15.632,180.83,-61.41,-94.378,-465.32
2017,9,10,16,50,27.7,23.3,75.851,1013,14.949,97.368,-52.826,-87.326,-466.9
2017,9,10,17,50,27.7,22.5,71.998,1013.2,14.041,13.91,-44.243,-99.666,-512.78
2017,9,10,18,50,27.6,22.3,71.507,1013.2,13.024,0,-40.104,-96.777,-492.01
2017,9,10,19,50,27.5,21.6,68.256,1013,15.404,0,-36.854,-121.45,-603.75
2017,9,10,20,50,27.5,22,69.656,1013,15.062,0,-33.604,-111.04,-566.17
2017,9,10,21,50,27.4,22,69.214,1012.5,14.381,0,-37.611,-105.46,-544.43
2017,9,10,22,50,27.4,21.8,68.734,1012,13.701,0,-43.069,-106,-537.59
2017,9,10,23,50,27.3,21.5,68.675,1011.2,14.381,0,-48.528,-113.56,-561.27
2017,9,11,0,50,27.3,21.2,68.616,1010.1,14.494,0.26042,-46.677,-120.25,-576.27
2017,9,11,1,50,27.2,21,68.576,1009.7,13.362,0.57292,-43.365,-115.85,-545.61
2017,9,11,2,50,27.2,21,67.699,1009.1,13.588,0.88542,-40.052,-117.07,-558.5
2017,9,11,3,50,27.1,20.3,70.682,1008.8,12.123,53.767,-41.965,-119.34,-513.81
2017,9,11,4,50,27.1,20.4,70.247,1008.5,13.136,117.16,-44.924,-124.19,-541.94
2017,9,11,5,50,27.1,20.7,71.213,1008.1,13.475,180.56,-47.882,-120.21,-533.41
2017,9,11,6,50,27,21.1,72.667,1007.7,14.041,280.78,-53.688,-113.34,-515.8
2017,9,11,7,50,27,21.1,74.07,1007.2,14.494,388.36,-60.062,-115.73,-516.41
2017,9,11,8,50,27,21,74.053,1007,13.475,495.94,-66.437,-112.14,-494.7
2017,9,11,9,50,27.1,22,73.289,1006.5,12.235,456.31,-59.253,-88.255,-438.2
2017,9,11,10,50,27.1,22.3,74.273,1006.1,13.701,387.22,-49.358,-89.594,-454.07
2017,9,11,11,50,27,21.8,75.611,1005.8,13.928,318.14,-39.462,-98.477,-462.28
2017,9,11,12,50,27.1,21.9,74.677,1005.4,14.949,248.38,-36.84,-103.36,-496.82
2017,9,11,13,50,27.1,22,74.223,1005,14.268,178.48,-35.674,-98.022,-480.03
2017,9,11,14,50,27.1,22.9,70.718,1004.5,14.041,108.59,-34.507,-79.176,-467.46
2017,9,11,15,50,27.1,23.1,70.31,1004.6,14.268,70.01,-36.24,-76.102,-468.24
2017,9,11,16,50,27.1,22.5,71.998,1004.9,13.815,37.698,-38.552,-86.114,-467.35
2017,9,11,17,50,27,21.6,71.835,1005.4,14.494,5.3854,-40.865,-105.33,-514.55
2017,9,11,18,50,26.8,21.1,69.93,1005.5,15.974,0,-41.545,-119.52,-575.34
2017,9,11,19,50,26.5,21.6,70.474,1005.7,15.176,0,-41.899,-98.451,-509.3
2017,9,11,20,50,26.6,20.9,74.036,1005.8,15.746,0,-42.253,-118.28,-529.01
2017,9,11,21,50,26.7,21.3,66.464,1006.2,14.835,0,-47.747,-107.33,-558.58
2017,9,11,22,50,26.6,22.1,65.781,1006,12.911,0,-54.267,-80.774,-478.37
2017,9,11,23,50,26.5,22.1,60.887,1005.3,13.249,0,-60.788,-80.306,-519.19
2017,9,12,0,50,26.4,22,62.863,1005.2,13.362,0.39931,-68.09,-80.726,-503.82
2017,9,12,1,50,26.4,22,63.679,1005.1,13.475,0.87847,-75.549,-81.155,-500.31
2017,9,12,2,50,26.4,22.5,65.028,1005,12.573,1.3576,-83.007,-68.094,-450.05
2017,9,12,3,50,26.3,22.8,65.509,1005.5,10.457,92.878,-88.139,-53.094,-373.38
2017,9,12,4,50,26.3,22.5,68,1005.7,11.001,202.61,-92.806,-59.996,-379.98
2017,9,12,5,50,26.2,22.1,67.488,1006.6,10.783,312.34,-97.472,-64.168,-385.54
2017,9,12,6,50,26.1,22,67.467,1007.5,9.1495,456.51,-97.868,-57.475,-341.68
2017,9,12,7,50,26.1,22.1,65.781,1008.1,8.496,607.57,-97.41,-53.13,-331.48
2017,9,12,8,50,26,22.5,66.712,1008.6,8.496,758.64,-96.951,-46.049,-310.08
2017,9,12,9,50,25.9,23.1,61.117,1009.2,9.5852,773.26,-94.479,-39.75,-350.81
2017,9,12,10,50,26,23.6,59.682,1008.9,11.001,760.59,-91.604,-37.284,-388.24
2017,9,12,11,50,26,23.6,64.029,1008.7,10.13,747.92,-88.729,-35.05,-334.7
2017,9,12,12,50,26.1,23.8,62.462,1008.7,9.0406,607.53,-84.622,-30.969,-318.13
2017,9,12,13,50,26.1,24,64.523,1008.1,8.2782,441.59,-80.267,-26.212,-278.51
2017,9,12,14,50,26.2,24.3,62.177,1007.9,8.9317,275.66,-75.913,-25.043,-306.73
2017,9,12,15,50,26.3,24.7,57.321,1007.9,9.4763,179.11,-61.351,-21.889,-346.42
2017,9,12,16,50,26.3,24.7,58.43,1008.2,8.496,96.444,-44.747,-20.127,-311.93
2017,9,12,17,50,26.2,24.9,58.852,1008.5,9.0406,13.778,-28.142,-16.982,-314.17
2017,9,12,18,50,26.2,24.9,56.64,1008.6,8.9317,0,-22.094,-16.844,-326.17
2017,9,12,19,50,26.1,25,55.944,1009.3,8.496,0,-18.156,-13.579,-310.42
2017,9,12,20,50,26,25.2,53.193,1009.8,6.8622,0,-14.219,-8.2382,-269.87
2017,9,12,21,50,26,25.2,53.193,1010.1,6.7532,0,-13.632,-8.1451,-266.7
2017,9,12,22,50,26,25.3,51.866,1010.1,6.8622,0,-13.715,-7.1462,-274.94
2017,9,12,23,50,25.9,25.2,54.577,1010,5.8819,0,-13.799,-6.293,-227.7
2017,9,13,0,50,25.8,22,71.908,1010.1,5.5551,0.24306,-14.889,-37.022,-209.94
2017,9,13,1,50,25.8,21.7,69.155,1010,4.6837,0.53472,-16.181,-33.986,-193.25
2017,9,13,2,50,25.7,21.3,68.196,1010.1,3.9212,0.82639,-17.472,-31.123,-170.91
2017,9,13,3,50,25.6,21.4,64.374,1010.7,3.4855,56.153,-18.486,-26.651,-160.46
2017,9,13,4,50,25.6,21.7,62.796,1011.2,3.5945,122.49,-19.444,-25.23,-164.6
2017,9,13,5,50,25.6,21.9,63.248,1011.7,3.3766,188.82,-20.403,-22.51,-151.86
2017,9,13,6,50,25.6,22.7,63.019,1012.2,2.7231,264.13,-19.017,-14.357,-118.14
2017,9,13,7,50,25.6,23.2,63.13,1012.6,2.2874,341.23,-17.163,-10.197,-97.943
2017,9,13,8,50,25.7,23.5,65.656,1013.2,2.9409,418.34,-15.309,-11.205,-109.98
2017,9,13,9,50,26,24,67.443,1013.3,2.2874,417.96,-14.045,-8.2881,-86.346
2017,9,13,10,50,26.3,24.4,67.949,1013.2,1.9606,402.08,-12.899,-7.0172,-76.845
2017,9,13,11,50,26.6,24.8,65.514,1012.9,2.1785,386.21,-11.753,-7.1379,-88.058
2017,9,13,12,50,26.9,25.3,62.008,1012.3,1.9606,313.48,-16.858,-5.8533,-88.268
2017,9,13,13,50,27.1,25.3,62.4,1011.8,2.3963,229.37,-23.212,-7.68,-104.47
2017,9,13,14,50,27.3,25.5,62.839,1011.4,2.0695,145.27,-29.566,-6.9043,-94.313
2017,9,13,15,50,27.3,25.9,62.534,1011.7,1.416,94.792,-38.698,-4.1108,-70.995
2017,9,13,16,50,27.1,25.8,63.699,1011.8,1.5249,51.042,-48.385,-3.9459,-70.09
2017,9,13,17,50,26.9,25.5,66.487,1011.6,3.2677,7.2917,-58.073,-7.3973,-112.5
2017,9,13,18,50,26.6,25.7,67.362,1011.7,4.3569,0,-53.559,-5.9104,-128.7
2017,9,13,19,50,26.4,25.8,69.078,1012.2,4.5748,0,-46.205,-3.9612,-119.88
2017,9,13,20,50,26.3,25.9,70.83,1012.7,4.3569,0,-38.851,-2.3852,-102.65
2017,9,13,21,50,26.3,25.9,72.154,1012.9,5.0105,0,-42.816,-2.7528,-112.79
2017,9,13,22,50,26.5,25.9,73.954,1012.8,5.8819,0,-49.045,-5.1601,-132.64
2017,9,13,23,50,26.4,25.9,73.5,1012.5,4.6837,0,-55.274,-3.283,-102.73
2017,9,14,0,50,26.3,25.8,73.937,1012.3,4.248,0.26042,-45.566,-2.9679,-91.07
2017,9,14,1,50,26.2,25.8,75.313,1012.5,4.6837,0.57292,-32.67,-2.5422,-92.133
2017,9,14,2,50,26.1,25.8,76.712,1012.6,4.5748,0.88542,-19.774,-1.7732,-81.856
2017,9,14,3,50,25.9,25.8,76.712,1012.8,3.0498,63.351,-17.104,-0.27563,-52.125
2017,9,14,4,50,25.8,25.7,76.696,1013.2,1.6338,138.25,-16.479,-0.17425,-33.016
2017,9,14,5,50,25.7,25.7,78.597,1013.7,1.1982,213.14,-15.854,0.090964,-23.737
2017,9,14,6,50,25.8,26.2,77.715,1014.2,0.21785,337.83,-20.42,0.53347,-11.926
2017,9,14,7,50,25.8,27.4,72.418,1014.6,0,472.48,-26.024,0.4117,-2.3939
2017,9,14,8,50,26.2,26.8,73.204,1015.2,0.43569,607.12,-31.628,0.86889,-16.382
2017,9,14,9,50,26.8,26.2,75.377,1015.1,1.3071,645.01,-39.194,-1.4776,-37.426
2017,9,14,10,50,27.2,26.4,73.135,1015.4,3.7034,663.56,-47.153,-4.4112,-93.079
2017,9,14,11,50,27.1,26.1,80.592,1014.9,3.9212,682.1,-55.111,-5.851,-75.854
2017,9,14,12,50,27.3,26.3,77.258,1014.4,3.5945,560.73,-57.826,-5.4386,-81.647
2017,9,14,13,50,27.4,26.3,77.73,1013.8,3.7034,411.37,-59.493,-6.199,-84.753
2017,9,14,14,50,27.2,26.5,76.351,1013.2,2.9409,262.02,-61.16,-3.0864,-66.082
2017,9,14,15,50,27.2,26.8,70.128,1013.4,1.5249,171.26,-61.125,-1.045,-49.21
2017,9,14,16,50,27.2,26.6,76.367,1013.3,3.3766,92.215,-60.75,-2.9204,-72.155
2017,9,14,17,50,27.1,26.7,76.848,1013.3,5.3372,13.174,-60.375,-2.92,-104.3
2017,9,14,18,50,26.8,26.8,74.558,1013.6,4.6837,0,-59.306,0.2685,-88.769
2017,9,14,19,50,26.6,26.8,76.397,1014,4.5748,0,-58.097,1.5585,-73.637
2017,9,14,20,50,26.5,26.8,75.473,1014.4,4.6837,0,-56.889,2.2531,-76.286
2017,9,14,21,50,26.8,26.8,80.682,1014.4,4.7926,0,-48.372,0.27024,-65.91
2017,9,14,22,50,26.8,26.7,83.644,1014.1,5.0105,0,-38.392,-0.44024,-59.338
2017,9,14,23,50,26.7,26.8,79.712,1014,5.3372,0,-28.413,1.0768,-75.472
2017,9,15,0,50,26.5,26.6,86.704,1013.8,5.2283,0.24306,-26.021,1.0278,-43.099
2017,9,15,1,50,26.4,26.5,92.037,1013.8,4.1391,0.53472,-25.146,0.76992,-16.184
2017,9,15,2,50,26.3,26.5,91.49,1013.6,4.1391,0.82639,-24.271,1.3019,-15.828
2017,9,15,3,50,26.3,26.5,92.037,1013.7,3.5945,36.517,-21.868,1.1114,-12.153
2017,9,15,4,50,26.3,26.4,93.691,1014.2,3.1588,79.288,-19.16,0.57367,-8.3273
2017,9,15,5,50,26.3,26.5,94.815,1014.6,3.7034,122.06,-16.451,1.1236,-5.1666
2017,9,15,6,50,26.3,26.4,95.376,1014.9,5.8819,275.3,-25.323,1.1517,-9.055
2017,9,15,7,50,26.3,25.9,87.163,1015.6,3.3766,450.63,-36.51,-1.7857,-34.409
2017,9,15,8,50,26.4,25.7,89.271,1016.1,7.08,625.97,-47.698,-7.0487,-70.834
2017,9,15,9,50,26.4,24.9,94.187,1016.3,8.0603,670.74,-49.25,-17.673,-77.44
2017,9,15,10,50,26.5,25.9,82.547,1016,5.7729,689.41,-48.875,-4.9818,-87.985
2017,9,15,11,50,26.5,26,86.649,1016.4,7.5157,708.08,-48.5,-5.1354,-83.53
2017,9,15,12,50,26.6,25.6,87.664,1015.4,6.0997,577.47,-48.611,-9.2204,-80.279
2017,9,15,13,50,26.7,25.2,89.773,1014.8,4.4658,417.01,-48.819,-10.235,-61.425
2017,9,15,14,50,26.9,25.9,83.554,1014.3,2.2874,256.56,-49.028,-3.7194,-42.019
2017,9,15,15,50,27,26.2,81.588,1014.5,3.4855,165.98,-38.924,-4.0867,-61.054
2017,9,15,16,50,27.1,26.4,83.107,1014.8,4.6837,89.372,-26.757,-4.6763,-72.754
2017,9,15,17,50,27.1,26.3,85.64,1014.9,5.5551,12.767,-14.59,-6.4938,-78.129
2017,9,15,18,50,27,26.5,87.217,1015.3,6.5354,0,-17.059,-4.5773,-73.549
2017,9,15,19,50,27,26.5,90.405,1015.6,6.5354,0,-22.455,-4.5542,-56.184
2017,9,15,20,50,26.9,26.6,92.043,1015.7,6.5354,0,-27.851,-2.5425,-40.775
2017,9,15,21,50,26.9,26.7,92.598,1015.8,5.664,0,-32.188,-1.3198,-29.472
2017,9,15,22,50,26.8,26.7,92.049,1015.7,5.4462,0,-36.312,-0.4727,-27.776
2017,9,15,23,50,26.8,26.7,91.503,1015.4,4.7926,0,-40.437,-0.40829,-26.073
2017,9,16,0,50,26.7,26.7,90.419,1015.6,2.7231,0.17361,-31.351,0.14902,-15.929
2017,9,16,1,50,26.7,26.4,93.691,1015.2,4.7926,0.38194,-19.622,-1.7753,-22.293
2017,9,16,2,50,26.7,26.3,92.577,1015.4,5.2283,0.59028,-7.8924,-2.7465,-31.697
2017,9,16,3,50,26.7,26.5,91.49,1015.7,4.5748,77.5,-14.358,-1.0374,-26.88
2017,9,16,4,50,26.7,26.5,91.49,1016.2,4.248,169.75,-24.462,-0.95864,-24.861
2017,9,16,5,50,26.6,26.5,92.037,1016.7,4.1391,262,-34.566,-0.34778,-20.323
2017,9,16,6,50,26.7,26.4,92.582,1017.2,3.4855,378.63,-32.847,-1.2876,-19.188
2017,9,16,7,50,26.7,26.6,91.497,1017.2,5.0105,500.12,-28.764,-0.43032,-27.271
2017,9,16,8,50,26.8,26.1,94.237,1017.9,5.2283,621.62,-24.681,-5.1472,-32.606
2017,9,16,9,50,26.9,26.1,92.015,1018.2,4.7926,639.27,-25.892,-5.4583,-40.804
2017,9,16,10,50,27.1,26.1,90.378,1018.1,3.3766,636.15,-28.163,-4.9972,-37.705
2017,9,16,11,50,27.4,26.3,87.724,1017.5,3.8123,633.02,-30.434,-6.2444,-53.429
2017,9,16,12,50,27.7,26.4,85.65,1017.1,1.8517,517.55,-34.823,-4.2883,-37.54
2017,9,16,13,50,28,26.5,84.635,1016.5,1.8517,379.61,-39.635,-5.0443,-42.659
2017,9,16,14,50,28.3,26.7,84.148,1015.8,2.0695,241.68,-44.448,-5.8574,-49.194
2017,9,16,15,50,28.4,26.8,83.655,1015.9,1.3071,157.94,-44.608,-4.3694,-37.84
2017,9,16,16,50,28.4,27,83.176,1015.5,1.6338,85.045,-43.837,-4.3066,-41.785
2017,9,16,17,50,28.2,26.8,85.689,1015.7,2.2874,12.149,-43.066,-5.3995,-46.044
2017,9,16,18,50,28.1,26.7,86.195,1016.1,0.54462,0,-43.111,-2.524,-21.163
2017,9,16,19,50,27.8,26.7,86.713,1016.7,1.416,0,-43.319,-2.9722,-27.94
2017,9,16,20,50,27.7,26.8,86.722,1016.9,1.416,0,-43.528,-2.3684,-25.675
2017,9,16,21,50,27.6,26.7,86.713,1017,0.43569,0,-43.667,-1.4272,-15.54
2017,9,16,22,50,27.6,26.7,88.285,1017.1,2.2874,0,-43.792,-3.2644,-31.725
2017,9,16,23,50,27.6,26.5,90.405,1016.3,0.87139,0,-43.917,-2.2453,-16.645
2017,9,17,0,50,27.5,26.5,89.867,1016.6,1.6338,0.27778,-44.615,-2.897,-23.442
2017,9,17,1,50,27.4,26.3,88.252,1016.4,5.4462,0.61111,-45.427,-8.9793,-73.939
2017,9,17,2,50,27.3,25.7,91.442,1016.1,5.1194,0.94444,-46.24,-12.633,-68.329
2017,9,17,3,50,27.2,26.1,88.767,1016.2,3.1588,86.851,-45.906,-5.2644,-41.986
2017,9,17,4,50,27.2,26.3,87.199,1016.7,2.1785,189.87,-45.344,-3.1616,-32.232
2017,9,17,5,50,27.3,26.4,87.732,1017.2,1.5249,292.89,-44.781,-2.4761,-24.628
2017,9,17,6,50,27.2,26.6,86.704,1017.5,2.1785,425.15,-44.149,-2.0011,-29.206
2017,9,17,7,50,27.2,25.8,92.55,1017.9,4.4658,563.25,-43.503,-9.4418,-50.406
2017,9,17,8,50,27.3,25.7,93.1,1018.5,4.3569,701.36,-42.858,-10.691,-52.037
2017,9,17,9,50,27.3,26,91.46,1018.5,3.5945,718.47,-42.976,-7.0797,-42.756
2017,9,17,10,50,27.6,26.1,91.466,1018.5,3.4855,711.39,-43.247,-8.0895,-46.116
2017,9,17,11,50,27.9,26.7,81.159,1018.2,1.9606,704.31,-43.517,-4.1258,-47.45
2017,9,17,12,50,28.4,27,79.739,1017.4,2.5052,569.55,-43.962,-5.863,-64.852
2017,9,17,13,50,28.6,27.2,82.7,1016.7,3.8123,409.26,-44.441,-8.246,-81.526
2017,9,17,14,50,28.6,27.2,82.7,1016.2,3.8123,248.97,-44.92,-8.2421,-81.529
2017,9,17,15,50,28.7,27.3,81.724,1016,2.1785,160.51,-45.035,-5.2591,-54.937
2017,9,17,16,50,28.7,27.3,83.71,1015.9,2.9409,86.431,-45.076,-6.5754,-62.926
2017,9,17,17,50,28.7,27.4,81.247,1015.8,3.5945,12.347,-45.118,-7.2155,-80.749
