Year(YYYY),Month(MM),Day(DDD),Hour(HH),Minute(mm),Water_Temp(oC),Air_Temp(oC),Relative_Humidity(%),Atm_Pressure(mb),Wind_Speed(m/s),Solar_radiation(W/m^2),Back_Radiation(W/m^2),Sensible_Heat_Flux(W/m^2),Latent_Heat_Flux(W/m^2)
2017,9,17,18,50,28.6,27.4,79.793,1016.3,3.4855,0,-46.01,-6.4486,-81.048
2017,9,17,19,50,28.4,27.3,81.234,1016.7,2.6142,0,-47.073,-4.6092,-58.164
2017,9,17,20,50,28.3,27.3,79.3,1016.8,2.0695,0,-48.135,-3.5084,-51.79
2017,9,17,21,50,28.1,27.3,82.217,1016.6,1.1982,0,-49.024,-1.9012,-29.659
2017,9,17,22,50,28.1,27.1,84.698,1016.3,2.2874,0,-49.878,-3.7127,-42.303
2017,9,17,23,50,28,27,84.688,1016.1,1.6338,0,-50.733,-2.9411,-33.467
2017,9,18,0,50,28,27,84.181,1015.6,1.5249,0.20833,-47.142,-2.8152,-32.913
2017,9,18,1,50,27.8,26.8,83.655,1015.3,0.76246,0.45833,-42.663,-1.9384,-23.153
2017,9,18,2,50,27.7,26.8,83.655,1015.3,1.6338,0.70833,-38.184,-2.6188,-33.628
2017,9,18,3,50,27.6,26.7,88.814,1015.6,1.6338,74.483,-33.896,-2.5768,-24.289
2017,9,18,4,50,27.6,26.4,92.032,1016.1,1.3071,162.96,-29.646,-3.0723,-19.173
2017,9,18,5,50,27.5,26.5,90.946,1016.5,1.416,251.44,-25.396,-2.6314,-19.694
2017,9,18,6,50,27.6,26.6,86.704,1017,2.0695,391.48,-32.587,-3.4384,-34.142
2017,9,18,7,50,27.6,26.5,89.331,1017.3,1.5249,541.84,-42.066,-3.0929,-24.516
2017,9,18,8,50,27.7,26.5,90.405,1017.6,2.5052,692.19,-51.545,-4.8087,-33.609
2017,9,18,9,50,27.9,26.7,88.285,1017.8,2.0695,713.03,-53.507,-4.2067,-34.053
2017,9,18,10,50,28.3,27,88.309,1017.5,1.9606,707.97,-53.965,-4.4299,-34.788
2017,9,18,11,50,28.9,27.8,80.328,1016.9,0,702.91,-54.424,-1.6042,-22.119
2017,9,18,12,50,29.3,28,76.12,1016.1,1.3071,567.32,-54.778,-3.5253,-49.929
2017,9,18,13,50,30.1,28.1,72.54,1015.2,2.6142,405.64,-55.111,-9.1003,-105.09
2017,9,18,14,50,29.6,28.1,74.769,1014.9,3.3766,243.95,-55.444,-8.1087,-107.31
2017,9,18,15,50,29.4,28.1,75.678,1014.5,3.9212,156.72,-54.927,-7.8914,-112.66
2017,9,18,16,50,29.1,27.9,77.029,1014.4,4.5748,84.389,-54.24,-8.3634,-119.48
2017,9,18,17,50,28.9,27.7,80.315,1014.5,4.5748,12.056,-53.552,-8.3094,-103.66
2017,9,18,18,50,28.6,27.6,80.785,1015.1,4.5748,0,-53.142,-6.7953,-94.832
2017,9,18,19,50,28.5,27.6,81.272,1015.5,3.7034,0,-52.788,-4.926,-73.384
2017,9,18,20,50,28.4,27.6,79.82,1015.5,3.4855,0,-52.434,-4.1078,-71.969
2017,9,18,21,50,28.3,27.6,79.341,1015.3,4.1391,0,-52.375,-4.1619,-83.243
2017,9,18,22,50,28.2,27.5,80.773,1015,3.7034,0,-52.375,-3.7291,-69.673
2017,9,18,23,50,28.1,27.3,80.747,1014.8,3.8123,0,-52.375,-4.4438,-73.372
2017,9,19,0,50,28.2,27.3,82.217,1014.6,4.0302,0.24306,-52.132,-5.3166,-74.48
2017,9,19,1,50,28.1,27.2,84.202,1014.1,4.0302,0.53472,-51.84,-5.2881,-66.778
2017,9,19,2,50,28,27.2,84.708,1013.9,3.5945,0.82639,-51.549,-4.1606,-56.117
2017,9,19,3,50,28,27.2,84.202,1014.3,3.4855,78.844,-45.059,-4.054,-56.221
2017,9,19,4,50,28,27.1,85.207,1014.8,3.4855,172.41,-37.33,-4.6131,-54.997
2017,9,19,5,50,28,27.1,85.719,1015.2,3.9212,265.97,-29.601,-5.1371,-59.366
2017,9,19,6,50,28,27.4,84.729,1015.7,4.1391,372.73,-24.823,-3.4558,-59.343
2017,9,19,7,50,28.1,27.4,85.748,1016.1,4.248,482.12,-20.635,-4.2017,-59.657
2017,9,19,8,50,28.2,27.6,83.244,1016.5,3.4855,591.52,-16.448,-2.9523,-55.94
2017,9,19,9,50,28.4,27.7,82.759,1016.2,3.2677,627.28,-24.865,-3.3186,-56.937
2017,9,19,10,50,28.7,27.5,84.235,1016,3.0498,648.33,-35.802,-5.6932,-59.526
2017,9,19,11,50,28.8,27.6,82.747,1015.6,3.4855,669.37,-46.74,-6.3989,-71.926
2017,9,19,12,50,29,27.7,81.773,1014.7,3.9212,544.23,-48.944,-7.7921,-86.735
2017,9,19,13,50,29.1,27.8,81.786,1014.3,3.9212,389.85,-49.403,-7.7882,-87.17
2017,9,19,14,50,29.2,28,79.873,1013.9,4.0302,235.48,-49.861,-7.3407,-95.101
2017,9,19,15,50,29.3,28.1,80.367,1013.4,4.9015,151.49,-41.778,-8.9057,-113.34
2017,9,19,16,50,29.2,28.1,79.409,1013.4,4.4658,81.569,-31.986,-7.373,-104.32
2017,9,19,17,50,29.1,27.8,81.297,1013.5,3.8123,11.653,-22.194,-7.5902,-86.8
2017,9,19,18,50,28.9,27.8,81.297,1013.9,4.1391,0,-28.375,-6.8186,-87.835
2017,9,19,19,50,28.8,27.8,80.328,1014,4.248,0,-37.75,-6.309,-91.05
2017,9,19,20,50,28.6,27.9,77.495,1014.4,4.6837,0,-47.125,-4.7307,-103.88
2017,9,19,21,50,28.6,27.9,76.566,1015,4.0302,0,-49.313,-4.0833,-93.281
2017,9,19,22,50,28.5,27.8,79.368,1014.9,4.4658,0,-50.062,-4.4868,-90.56
2017,9,19,23,50,28.4,27.8,79.368,1015.2,3.3766,0,-50.812,-2.9011,-67.514
2017,9,20,0,50,28.4,27.8,77.948,1015.2,3.4855,0.22569,-50.469,-2.9965,-74.163
2017,9,20,1,50,28.3,27.8,79.368,1014.8,3.8123,0.49653,-49.906,-2.6397,-72.621
2017,9,20,2,50,28.2,27.7,80.798,1014.2,4.4658,0.76736,-49.344,-3.0711,-78.242
2017,9,20,3,50,28.1,27.7,82.265,1014.4,4.7926,82.792,-49.076,-2.5602,-74.654
2017,9,20,4,50,28.2,27.8,77.948,1014.8,5.4462,181.17,-48.868,-2.9808,-107.94
2017,9,20,5,50,28.2,27.8,77.948,1015.5,5.3372,279.54,-48.66,-2.916,-105.57
2017,9,20,6,50,28.1,27.8,79.368,1015.8,4.5748,414.17,-47.878,-1.7645,-80.692
2017,9,20,7,50,28.1,27.8,80.328,1016.2,4.3569,556.04,-46.983,-1.6732,-72.958
2017,9,20,8,50,28.2,27.6,84.245,1016.8,4.248,697.92,-46.087,-3.5545,-63.413
2017,9,20,9,50,28.3,27.7,81.773,1017,2.5052,677.86,-36.962,-2.2599,-46.739
2017,9,20,10,50,28.5,27.9,79.382,1016.9,1.8517,625.43,-26.191,-1.8347,-43.187
2017,9,20,11,50,29,28,78.447,1016.5,2.0695,572.99,-15.42,-3.5159,-55.887
2017,9,20,12,50,29.3,28.2,75.694,1015.7,2.5052,454.04,-12.444,-4.5201,-74.395
2017,9,20,13,50,29.4,28.3,76.167,1015.5,3.0498,321.79,-11.028,-5.2686,-85.551
2017,9,20,14,50,29.6,28.4,76.182,1014.7,3.0498,189.54,-9.6111,-5.797,-88.399
2017,9,20,15,50,29.9,28.2,77.539,1014.5,3.2677,120.97,-9.0104,-9.0062,-100.57
2017,9,20,16,50,29.7,28.2,75.238,1014.5,3.1588,65.139,-8.5729,-7.6543,-100.54
2017,9,20,17,50,29.5,28.1,80.367,1014.9,3.7034,9.3056,-8.1354,-8.0515,-92.171
2017,9,20,18,50,29.2,28.1,78.934,1015.5,3.3766,0,-8.1667,-5.7012,-82.467
2017,9,20,19,50,29,28.1,78.462,1015.8,3.8123,0,-8.2917,-5.096,-87.976
2017,9,20,20,50,28.9,28.2,74.786,1015.6,3.1588,0,-8.4167,-3.2991,-82.32
2017,9,20,21,50,28.8,28,75.662,1015.5,1.7428,0,-9.1319,-2.4548,-52.465
2017,9,20,22,50,28.8,27.9,78.906,1015.4,2.6142,0,-9.9653,-3.7041,-62.5
2017,9,20,23,50,28.7,27.7,79.833,1015.2,2.2874,0,-10.799,-3.7589,-55.558
2017,9,21,0,50,28.6,26.9,85.699,1015.3,2.2874,0.15625,-10.885,-6.7102,-51.447
2017,9,21,1,50,28.5,26.9,85.187,1014.9,1.5249,0.34375,-10.823,-4.7671,-38.857
2017,9,21,2,50,28.5,27,84.688,1014.9,2.9409,0.53125,-10.76,-7.083,-61.2
2017,9,21,3,50,28.4,26.5,83.621,1015.1,2.9409,55.944,-11.549,-9.2581,-70.906
2017,9,21,4,50,28.4,26.7,80.669,1015.5,3.0498,122.4,-12.507,-8.4685,-78.119
2017,9,21,5,50,28.4,26.4,76.803,1016,4.5748,188.86,-13.465,-14.742,-135.79
2017,9,21,6,50,28.4,26.7,74.087,1016.4,4.248,335.96,-22.844,-11.508,-130.44
2017,9,21,7,50,28.4,26.6,77.302,1016.7,3.4855,499.19,-33.906,-10.179,-100.45
2017,9,21,8,50,28.6,26.4,83.107,1016.9,3.7034,662.42,-44.969,-13.312,-95.019
2017,9,21,9,50,28.7,26.7,78.262,1016.8,3.9212,667.04,-37.767,-12.699,-114.07
2017,9,21,10,50,28.8,26.9,79.726,1016.6,3.1588,639.93,-26.913,-9.8962,-88.859
2017,9,21,11,50,29,27.3,77.406,1016.1,1.7428,612.83,-16.059,-5.6557,-60.695
2017,9,21,12,50,29.3,27.6,80.301,1015.7,1.8517,497.36,-24.163,-5.8493,-57.848
2017,9,21,13,50,29.7,27.9,77.963,1014.7,1.5249,364.21,-36.059,-5.5341,-58.234
2017,9,21,14,50,30,28.2,75.694,1014,2.5052,231.07,-47.955,-7.7862,-89.01
2017,9,21,15,50,29.8,28.1,75.222,1014,1.9606,150.85,-49.92,-6.1318,-73.755
2017,9,21,16,50,29.7,28.3,75.254,1013.8,2.2874,81.229,-49.899,-5.5131,-77.006
2017,9,21,17,50,29.5,28.1,75.678,1013.7,2.0695,11.604,-49.878,-5.1265,-69.928
2017,9,21,18,50,29.3,28,75.662,1014,1.7428,0,-41.872,-4.2026,-60.404
2017,9,21,19,50,29.3,28,76.12,1014.7,0.54462,0,-32.267,-2.4272,-34.708
2017,9,21,20,50,29.1,28,75.662,1015.1,0,0,-22.663,-1.6293,-27.159
2017,9,21,21,50,29,27.9,76.105,1015.2,0,0,-19.083,-1.6265,-26.542
2017,9,21,22,50,29,27.9,78.906,1014.7,1.5249,0,-16.708,-3.178,-45.988
2017,9,21,23,50,29,27.7,77.934,1014.3,0.65354,0,-14.333,-2.5466,-33.573
2017,9,22,0,50,29,27.6,78.391,1014.1,0.10892,0.13889,-14.354,-2.1729,-26.78
2017,9,22,1,50,29,27.4,79.793,1013.9,0,0.30556,-14.854,-2.5271,-26.721
2017,9,22,2,50,28.9,27.5,80.288,1013.9,1.6338,0.47222,-15.354,-4.3294,-48.639
2017,9,22,3,50,28.8,27.5,81.259,1014.1,1.416,49.545,-15.663,-3.6359,-41.447
2017,9,22,4,50,28.8,27.4,81.737,1014.6,2.0695,108.4,-15.934,-5.0636,-53.271
2017,9,22,5,50,28.8,27.3,83.46,1015,2.9409,167.25,-16.205,-7.1008,-65.804
2017,9,22,6,50,28.7,27.2,85.217,1015.2,2.832,295.47,-23.264,-6.8646,-58.576
2017,9,22,7,50,28.7,27.1,85.719,1015.5,3.1588,437.55,-31.681,-8.0598,-64.262
2017,9,22,8,50,28.8,27.4,79.793,1015.7,4.6837,579.63,-40.097,-10.111,-113.09
2017,9,22,9,50,28.9,27.2,82.205,1015.7,6.2086,626.77,-43.965,-16.738,-147.77
2017,9,22,10,50,29,27,81.197,1015.6,5.0105,654.91,-46.924,-16.036,-132.5
2017,9,22,11,50,29.1,27.1,76.443,1015.1,4.4658,683.06,-49.882,-14.382,-139.46
2017,9,22,12,50,29.2,27.2,73.272,1014.6,3.9212,553.84,-50.757,-12.772,-136.67
2017,9,22,13,50,29.2,27.4,73.754,1013.9,3.7034,393.16,-51.215,-10.773,-123.86
2017,9,22,14,50,29.3,27.5,71.122,1013.2,3.1588,232.47,-51.674,-9.4285,-117.58
2017,9,22,15,50,29.4,27.6,71.575,1013.1,3.8123,148.55,-51.819,-11.091,-136.97
2017,9,22,16,50,29.4,27.4,74.656,1012.9,5.1194,79.99,-51.903,-16.514,-171.29
2017,9,22,17,50,29.2,27.4,73.754,1012.8,3.9212,11.427,-51.986,-11.334,-130.32
2017,9,22,18,50,29.2,27.5,75.583,1013.2,3.3766,0,-52.017,-9.2875,-106.14
2017,9,22,19,50,29.1,27.4,75.111,1013.9,0.32677,0,-52.038,-3.0367,-35.792
2017,9,22,20,50,29.1,27.5,74.672,1014,0.43569,0,-52.059,-2.9651,-37.113
2017,9,22,21,50,29,27.5,74.22,1014,0.76246,0,-52.288,-3.2303,-42.767
2017,9,22,22,50,29,27.5,75.127,1013.7,1.8517,0,-52.559,-5.1326,-65.536
2017,9,22,23,50,28.9,27.5,76.969,1013.4,2.6142,0,-52.83,-6.0684,-76.468
2017,9,23,0,50,28.8,27.2,78.334,1013.3,3.7034,0.13889,-43.587,-9.3694,-100.28
2017,9,23,1,50,28.8,27.3,74.187,1013,4.9015,0.30556,-32.441,-11.516,-147.45
2017,9,23,2,50,28.7,27.2,74.623,1012.8,5.3372,0.47222,-21.295,-12.584,-157.8
2017,9,23,3,50,28.7,26.7,83.644,1013.1,5.2283,73.503,-27.944,-16.671,-124.27
2017,9,23,4,50,28.7,26.6,84.646,1013.5,5.2283,161.11,-38.153,-17.581,-122.31
2017,9,23,5,50,28.7,26.7,82.145,1013.7,4.6837,248.71,-48.361,-14.927,-117.76
2017,9,23,6,50,28.7,27.5,80.288,1013.8,5.4462,394.55,-53.049,-9.9822,-122.84
2017,9,23,7,50,28.7,27.5,79.327,1014,6.6443,552.02,-56.632,-12.097,-154.22
2017,9,23,8,50,28.7,27.6,76.52,1014.4,6.9711,709.5,-60.215,-11.459,-174.41
2017,9,23,9,50,28.6,27.3,81.234,1014.6,6.8622,723.13,-61.003,-13.478,-148.6
2017,9,23,10,50,28.7,27.1,78.319,1014.6,6.6443,707.98,-61.233,-16.507,-173.68
2017,9,23,11,50,28.8,27,75.965,1014.1,6.4265,692.84,-61.462,-18.338,-191.09
2017,9,23,12,50,28.8,27,75.504,1013.8,6.3175,555.49,-61.569,-18.126,-191.55
2017,9,23,13,50,28.8,27.3,71.086,1013.1,5.8819,393.69,-61.653,-14.073,-196.26
2017,9,23,14,50,29,27.7,67.346,1012.6,5.8819,231.9,-61.736,-12.106,-214.1
2017,9,23,15,50,29,27.8,69.036,1012.4,4.9015,148.01,-60.899,-9.0954,-165.95
2017,9,23,16,50,29,27.8,69.036,1012.4,4.0302,79.698,-59.878,-7.4999,-137.43
2017,9,23,17,50,28.9,27.8,70.744,1012.7,3.1588,11.385,-58.858,-5.4769,-103.2
2017,9,23,18,50,28.8,27.9,71.194,1012.9,1.416,0,-57.524,-2.4752,-55.456
2017,9,23,19,50,28.8,27.9,71.194,1013.3,1.7428,0,-56.128,-2.8248,-63.14
2017,9,23,20,50,28.7,27.9,71.629,1013.4,1.8517,0,-54.733,-2.5799,-63.093
2017,9,23,21,50,28.7,27.3,78.823,1013.3,3.3766,0,-41.844,-7.4396,-86.53
2017,9,23,22,50,28.6,27.5,76.043,1012.9,3.1588,0,-26.656,-5.4119,-84.518
2017,9,23,23,50,28.6,27.4,76.027,1012.5,2.5052,0,-11.469,-4.9579,-72.189
2017,9,24,0,50,28.5,27.7,75.159,1012.2,2.7231,0.086806,-10.622,-3.3782,-72.156
2017,9,24,1,50,28.5,27.7,76.074,1012,6.5354,0.19097,-12.642,-7.7415,-157.35
2017,9,24,2,50,28.5,27.6,76.058,1011.9,6.0997,0.29514,-14.663,-8.332,-152.27
2017,9,24,3,50,28.5,27.6,76.52,1012.3,6.8622,40.66,-18.177,-9.1128,-163.79
2017,9,24,4,50,28.4,27.4,78.362,1012.6,6.0997,89.076,-21.99,-9.3156,-141.34
2017,9,24,5,50,28.4,27.3,80.747,1012.8,6.2086,137.49,-25.802,-10.46,-132.99
2017,9,24,6,50,28.3,22,87.347,1014.2,8.7139,215.77,-28.573,-87.899,-323.55
2017,9,24,7,50,28,21.9,88.978,1014.9,4.7926,300.02,-31.135,-54.128,-192.66
2017,9,24,8,50,27.9,22.6,82.15,1014.9,8.9317,384.27,-33.698,-74.392,-317.54
2017,9,24,9,50,27.8,23.6,76.85,1014.5,2.7231,406.84,-35.896,-21.504,-117.11
2017,9,24,10,50,28,24.7,79.916,1014.5,4.3569,417.07,-38.021,-24.533,-144.72
2017,9,24,11,50,28.1,24,88.061,1014,5.1194,427.3,-40.146,-36.52,-155.89
2017,9,24,12,50,28.2,25.1,81.95,1013.8,6.0997,353.05,-44.528,-31.764,-185.1
2017,9,24,13,50,28.3,26,72.172,1012.8,8.1692,261.9,-49.361,-28.462,-265.77
2017,9,24,14,50,28.4,25.8,81.539,1012.1,8.3871,170.75,-54.194,-32.85,-218.91
2017,9,24,15,50,28.4,26,78.162,1011.9,8.496,112.35,-46.181,-30.527,-237.09
2017,9,24,16,50,28.4,26.1,82.072,1012,7.5157,60.497,-35.597,-26.509,-187.58
2017,9,24,17,50,28.3,26.3,79.162,1011.9,8.7139,8.6424,-25.014,-25.635,-218.43
2017,9,24,18,50,28.1,26.2,83.084,1012.4,8.8228,0,-21.514,-24.47,-186.4
2017,9,24,19,50,27.8,26,79.604,1012.7,9.6942,0,-19.431,-24.902,-218.97
2017,9,24,20,50,27.6,26.2,78.19,1012.8,10.021,0,-17.347,-19.602,-217.05
2017,9,24,21,50,27.7,25.4,77.123,1012.8,9.0406,0,-17.347,-30.728,-243.46
2017,9,24,22,50,27.6,26.6,73.17,1012.3,8.6049,0,-17.764,-12.237,-214.05
2017,9,24,23,50,27.6,26.3,79.162,1012,9.1495,0,-18.181,-16.917,-192.16
2017,9,25,0,50,27.6,25.3,86.06,1011.7,9.912,0.13889,-20.576,-32.625,-192
2017,9,25,1,50,27.6,25.2,79.495,1011.7,9.5852,0.30556,-23.368,-33.448,-238.65
2017,9,25,2,50,27.4,25.3,79.023,1011.6,9.4763,0.47222,-26.16,-28.836,-226.26
2017,9,25,3,50,27.4,25.2,79.495,1011.4,10.021,71.889,-33.743,-31.492,-236.14
2017,9,25,4,50,27.3,25,79.956,1011.6,9.912,157.56,-42.285,-32.752,-233.44
2017,9,25,5,50,27.4,24.8,82.416,1012.2,10.566,243.22,-50.826,-38.988,-239.57
2017,9,25,6,50,27.4,25.1,83.464,1012.4,10.566,332.66,-43.639,-34.258,-219.25
2017,9,25,7,50,27.5,25.4,86.593,1013.2,9.5852,422.84,-33.306,-28.979,-174.47
2017,9,25,8,50,27.6,25.5,81.999,1013.1,7.4068,513.03,-22.972,-23.85,-171.48
2017,9,25,9,50,27.6,25.4,86.593,1013.3,7.7335,501.05,-26.597,-25.801,-152.18
2017,9,25,10,50,27.7,26,81.564,1012.8,8.0603,468.63,-33.014,-20.288,-172.5
2017,9,25,11,50,27.8,26.1,84.593,1012.6,8.0603,436.22,-39.431,-20.227,-153.48
2017,9,25,12,50,27.9,26.4,82.109,1012,6.5354,360.19,-43.868,-15.135,-139.33
2017,9,25,13,50,28,26.6,81.638,1011.3,6.4265,275.44,-47.91,-13.878,-137.89
2017,9,25,14,50,28.1,26.7,82.642,1010.7,5.664,190.69,-51.951,-12.269,-117.89
2017,9,25,15,50,28.1,26.7,82.642,1010.6,5.7729,127.52,-48.076,-12.531,-120.36
2017,9,25,16,50,28.1,26.7,82.642,1010.7,5.3372,68.663,-42.618,-11.494,-110.61
2017,9,25,17,50,28.1,26.7,82.145,1010.9,5.0105,9.809,-37.16,-10.755,-105.8
2017,9,25,18,50,28,26.7,83.141,1011.3,3.1588,0,-37.153,-6.4023,-64.002
2017,9,25,19,50,28,26.9,81.184,1011.7,4.5748,0,-38.236,-7.5228,-92.552
2017,9,25,20,50,28,26.8,81.663,1012,5.0105,0,-39.319,-9.0941,-102.03
2017,9,25,21,50,27.9,26.8,81.171,1012.1,4.248,0,-32.417,-6.9898,-85.656
2017,9,25,22,50,27.9,26.8,81.171,1012.1,4.1391,0,-23.917,-6.8153,-83.562
2017,9,25,23,50,27.9,26.8,80.682,1011.9,2.832,0,-15.417,-4.892,-61.651
2017,9,26,0,50,27.9,26.9,81.184,1011.8,3.3766,0.086806,-12.785,-5.0847,-67.644
2017,9,26,1,50,27.9,26.9,83.164,1011.9,3.2677,0.19097,-11.326,-4.9182,-59.773
2017,9,26,2,50,27.8,26.8,82.157,1011.8,3.4855,0.29514,-9.8681,-5.216,-66.017
2017,9,26,3,50,27.7,26.7,82.642,1011.8,1.9606,36.302,-8.4965,-3.3324,-41.335
2017,9,26,4,50,27.7,26.8,82.157,1012.3,1.6338,79.49,-7.1424,-2.6231,-36.352
2017,9,26,5,50,27.7,26.9,80.695,1013,2.0695,122.68,-5.7882,-2.7142,-44.381
2017,9,26,6,50,27.7,27.5,76.505,1013.3,1.6338,182.69,-6.309,-0.46797,-38.585
2017,9,26,7,50,27.7,27.3,78.823,1013.5,3.0498,246.06,-7.2049,-1.6797,-57.501
2017,9,26,8,50,27.9,26.8,89.354,1013.7,4.3569,309.44,-8.1007,-7.047,-56.09
2017,9,26,9,50,28,26.7,88.285,1014.1,3.8123,352.76,-9.8646,-7.4855,-57.535
2017,9,26,10,50,28.1,26.9,83.666,1013.9,3.4855,392.07,-11.802,-6.3786,-66.22
2017,9,26,11,50,28.3,27,83.176,1013.3,3.0498,431.39,-13.74,-6.2285,-63.139
2017,9,26,12,50,28.6,27.2,80.734,1012.4,3.0498,362.75,-23.611,-6.7963,-73.356
2017,9,26,13,50,28.6,27.4,79.314,1012,2.5052,272.52,-35.069,-4.9179,-63.57
2017,9,26,14,50,28.7,27.6,77.45,1011.4,3.3766,182.29,-46.528,-5.7002,-85.143
2017,9,26,15,50,28.7,27.7,77.465,1011.3,3.2677,120.79,-49.045,-4.986,-80.835
2017,9,26,16,50,28.6,27.9,75.191,1011.6,2.3963,65.042,-49.774,-2.6407,-64.322
2017,9,26,17,50,28.5,27.6,75.599,1011.8,1.9606,9.2917,-50.503,-3.0204,-57.287
2017,9,26,18,50,28.3,27.5,75.127,1012.3,1.6338,0,-50.608,-2.3478,-49.92
2017,9,26,19,50,28.1,27.4,76.027,1012.7,0.98031,0,-50.587,-1.492,-34.481
2017,9,26,20,50,28,27.3,78.823,1013.2,1.416,0,-50.566,-1.8257,-37.319
2017,9,26,21,50,28,27.3,79.3,1013.4,1.0892,0,-48.236,-1.5596,-31.292
2017,9,26,22,50,28,27.2,79.286,1013.3,0.87139,0,-45.444,-1.6176,-28.85
2017,9,26,23,50,27.9,27.1,80.721,1013.1,0.98031,0,-42.653,-1.7043,-28.35
2017,9,27,0,50,27.9,27,81.197,1012.9,1.1982,0.13889,-45.365,-2.1723,-31.897
2017,9,27,1,50,27.9,26.9,82.169,1012.4,1.5249,0.30556,-49.177,-2.8233,-36.272
2017,9,27,2,50,27.9,26.9,80.209,1012.2,1.7428,0.47222,-52.99,-3.0968,-43.314
2017,9,27,3,50,27.8,26.7,85.166,1012.2,1.6338,81.611,-54.25,-3.2576,-33.376
2017,9,27,4,50,27.7,26.5,86.695,1012.5,1.1982,178.94,-55,-2.9579,-26.171
2017,9,27,5,50,27.7,26.2,88.244,1013,4.4658,276.28,-55.75,-10.226,-70.705
2017,9,27,6,50,27.7,26,87.172,1013.3,4.1391,412.03,-56.031,-10.945,-74.085
2017,9,27,7,50,28,26.1,85.62,1013.8,4.4658,555.47,-56.219,-13.382,-91.961
2017,9,27,8,50,28,26.4,81.121,1014,3.4855,698.91,-56.406,-8.8431,-81.94
2017,9,27,9,50,28,26.6,80.17,1014.1,3.8123,699.91,-52.184,-8.2739,-87.731
2017,9,27,10,50,28.1,27.1,75.062,1013.9,3.0498,672.43,-47.08,-4.7453,-80.97
2017,9,27,11,50,28.4,27.4,71.54,1013.5,2.5052,644.95,-41.976,-4.0981,-80.066
2017,9,27,12,50,28.8,27.6,70.276,1013.2,1.6338,506.09,-41.125,-3.7303,-66.032
2017,9,27,13,50,29.2,28,67.819,1012.6,2.832,344.94,-41.125,-5.5507,-106.98
2017,9,27,14,50,29.3,28.3,66.238,1012.2,2.1785,183.8,-41.125,-3.7409,-89.804
2017,9,27,15,50,29.2,28.3,67.053,1012,2.832,113.34,-44.372,-4.0515,-104.13
2017,9,27,16,50,29.1,28.3,67.465,1012,2.3963,61.031,-48.267,-3.128,-88.62
2017,9,27,17,50,29,28.1,68.255,1012.1,2.7231,8.7188,-52.163,-3.9169,-96.276
2017,9,27,18,50,28.9,28,70.35,1012.4,2.7231,0,-52.986,-3.8981,-89.546
2017,9,27,19,50,28.7,28.1,71.23,1012.9,3.2677,0,-53.194,-2.881,-93.542
2017,9,27,20,50,28.6,28,72.523,1013.4,2.5052,0,-53.403,-2.3209,-71.973
2017,9,27,21,50,28.4,27.8,76.089,1013.3,3.7034,0,-49.062,-3.1768,-84.896
2017,9,27,22,50,28.3,27.8,77.014,1013.4,4.6837,0,-43.813,-3.2564,-99.102
2017,9,27,23,50,28.2,27.7,77.934,1012.9,4.5748,0,-38.563,-3.1688,-92.288
2017,9,28,0,50,28.2,27.7,80.315,1012.9,5.1194,0.10417,-37.809,-3.551,-92.483
2017,9,28,1,50,28.2,27.5,85.248,1012.7,5.5551,0.22917,-37.955,-5.5857,-81.984
2017,9,28,2,50,28.2,27.4,83.721,1012.5,5.3372,0.35417,-38.101,-6.2082,-88.718
2017,9,28,3,50,28.2,27.1,82.689,1012.5,5.1194,75.913,-41.354,-8.44,-97.939
2017,9,28,4,50,28.2,26.6,83.13,1012.9,5.5551,166.56,-45.229,-13.925,-119.56
2017,9,28,5,50,28.1,26.7,75.457,1013.1,4.9015,257.2,-49.104,-10.659,-133.43
2017,9,28,6,50,27.8,26.8,73.653,1013.4,5.5551,394.48,-52.892,-8.465,-147.16
2017,9,28,7,50,27.8,26.9,72.775,1013.8,5.8819,541.09,-56.663,-8.0603,-158.39
2017,9,28,8,50,27.9,26.8,73.653,1014.3,4.248,687.69,-60.434,-7.1151,-114.91
2017,9,28,9,50,28,27.3,69.792,1014.5,3.4855,701.2,-61.375,-3.6316,-101.72
2017,9,28,10,50,28.2,27.7,64.108,1014.1,2.9409,688.1,-61.75,-2.1959,-103.12
2017,9,28,11,50,28.5,28.1,64.988,1013.6,2.1785,675,-62.125,-1.3565,-80.289
2017,9,28,12,50,28.9,28.4,62.309,1012.9,2.6142,538.21,-61.528,-2.0116,-103.47
2017,9,28,13,50,28.8,28.4,64.653,1012.4,3.4855,376.69,-60.736,-1.9672,-118.93
2017,9,28,14,50,28.7,28.8,62.015,1012.2,2.1785,215.17,-59.944,0.5072,-81.298
2017,9,28,15,50,28.8,28.8,63.558,1012,3.1588,135.96,-59.622,0.19115,-105.3
2017,9,28,16,50,28.8,28.7,64.716,1012,3.1588,73.208,-59.392,-0.29774,-103.36
2017,9,28,17,50,28.8,28.4,67.898,1012.1,3.2677,10.458,-59.163,-1.8429,-101.42
2017,9,28,18,50,28.6,28.3,68.712,1012.6,2.832,0,-58.778,-1.1717,-85.003
2017,9,28,19,50,28.4,28.2,72.557,1013.4,2.6142,0,-58.361,-0.66375,-66.569
2017,9,28,20,50,28.3,28.3,73.458,1013.8,3.3766,0,-57.944,0.19564,-74.352
2017,9,28,21,50,28.2,28.2,74.335,1013.4,4.248,0,-58.448,0.24279,-88.13
2017,9,28,22,50,28.1,28.2,72.998,1013.2,4.1391,0,-59.135,0.83578,-88.243
